FILENAME	SEQ	COMPOUND_NAME	MOLECULEMASS	INSTRUMENT	IONSOURCE	EXTRACTSCAN	SMILES	INCHI	INCHIAUX	CHARGE	IONMODE	PUBMED	ACQUISITION	EXACTMASS	DATACOLLECTOR	ADDUCT	INTEREST	LIBQUALITY	GENUS	SPECIES	STRAIN	CASNUMBER	PI
kopsifine.mgf	*..*	Kopsifine	439.1493	qTof	LC-ESI	217	[H][C@]1(N2CCC3)[C@@]34CC[C@]5([C@]6(O)C4)N(C(OC)=O)C7=C8C(OCO8)=CC=C7[C@@]51[C@@H](C6=O)C2=O	InChI=1S/C23H22N2O7/c1-30-19(28)25-14-11(3-4-12-15(14)32-10-31-12)23-13-16(26)21(29)9-20(6-7-22(21,23)25)5-2-8-24(17(13)27)18(20)23/h3-4,13,18,29H,2,5-10H2,1H3/t13-,18-,20+,21-,22+,23-/m0/s1	N/A	1	Positive	N/A	Isolated	438.1427	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
kopsinarine.mgf	*..*	Kopsinarine	455.1845	qTof	LC-ESI	218	COC(N1C2=C([C@]34[C@@]5([H])N6CCC[C@]57CC[C@]13[C@@](C7)(C([C@H]4C6=O)=O)O)C=CC(OC)=C2OC)=O	InChI=1S/C24H26N2O7/c1-31-13-6-5-12-15(16(13)32-2)26(20(29)33-3)23-9-8-21-7-4-10-25-18(28)14(24(12,23)19(21)25)17(27)22(23,30)11-21/h5-6,14,19,30H,4,7-11H2,1-3H3/t14-,19-,21+,22+,23+,24-/m0/s1	N/A	1	Positive	N/A	Isolated	454.174	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
kopsinine.mgf	*..*	Kopsinine	339.2066	qTof	LC-ESI	219	COC([C@@H]1C[C@@]2([C@@]34[H])CCCN4CC[C@]53C6=CC=CC=C6N[C@]15CC2)=O	InChI=1S/C21H26N2O2/c1-25-17(24)15-13-19-7-4-11-23-12-10-20(18(19)23)14-5-2-3-6-16(14)22-21(15,20)9-8-19/h2-3,5-6,15,18,22H,4,7-13H2,1H3/t15-,18-,19+,20+,21+/m0/s1	N/A	1	Positive	N/A	Isolated	338.1994	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
kopsinitarineB.mgf	*..*	Kopsinitarine B	365.1507	qTof	LC-ESI	220	COC1=CC=CC2=C1N[C@@]3([C@]4(O)[C@@H]5O6)CC[C@@]75C=CCN8C6C(C4=O)C23[C@]78[H]	InChI=1S/C21H20N2O4/c1-26-11-5-2-4-10-13(11)22-19-8-7-18-6-3-9-23-15-12(20(10,19)16(18)23)14(24)21(19,25)17(18)27-15/h2-6,12,15-17,22,25H,7-9H2,1H3/t12?,15?,16-,17+,18-,19-,20?,21+/m0/s1	N/A	1	Positive	N/A	Isolated	364.1423	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Lanciferine.mgf	*..*	Lanciferine	545.2282	qTof	LC-ESI	221	O=C(O1)C[C@]2(C3(COC(/C=C/C4=CC=CC=C4)=O)C(OC)=O)[C@@]1([C@]5([H])C[C@H]3[C@@]6(C(O6)C)CN5C)NC7=CC=CC=C72	InChI=1S/C31H32N2O7/c1-19-29(39-19)17-33(2)24-15-23(29)28(27(36)37-3,18-38-25(34)14-13-20-9-5-4-6-10-20)30-16-26(35)40-31(24,30)32-22-12-8-7-11-21(22)30/h4-14,19,23-24,32H,15-18H2,1-3H3/b14-13+/t19?,23-,24+,28?,29+,30+,31+/m1/s1	N/A	1	Positive	N/A	Isolated	544.221	Alexander Fox Ramos	M+H	N/A	3	Alstonia	Alstonia boulindaensis	N/A	56440-64-3	Mehdi Beniddir
larutienineA.mgf	*..*	Larutienine A	295.1797	qTof	LC-ESI	222	C[C@H](O1)[C@@]2(C[C@@]1([H])N3C4=CC=CC=C54)CCCN6CCC5=C3[C@]26[H]	InChI=1S/C19H22N2O/c1-12-19-8-4-9-20-10-7-14-13-5-2-3-6-15(13)21(16(11-19)22-12)17(14)18(19)20/h2-3,5-6,12,16,18H,4,7-11H2,1H3/t12-,16-,18+,19-/m0/s1	N/A	1	Positive	N/A	Isolated	294.1732	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
leucolusine.mgf	*..*	Leucolusine	331.2017	qTof	LC-ESI	223	O[C@@]1(CCN2[C@@]3([H])OCC[C@@]3(CC)CCC2)C(NC4=CC=CC=C14)=O	InChI=1S/C19H26N2O3/c1-2-18-8-5-11-21(17(18)24-13-10-18)12-9-19(23)14-6-3-4-7-15(14)20-16(19)22/h3-4	N/A	1	Positive	N/A	Isolated	330.1934	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
leuconodineA.mgf	*..*	Leuconodine A	327.1704	qTof	LC-ESI	224	CCC12CCCN3C(=O)C(O)C4c5ccccc5N(C(=O)CC1)C234	InChI=1S/C19H22N2O3/c1-2-18-9-5-11-20-17(24)16(23)15-12-6-3-4-7-13(12)21(19(15,18)20)14(22)8-10-18/h3-4,6-7,15-16,23H,2,5,8-11H2,1H3/t15-,16+,18?,19+/m0/s1	N/A	1	Positive	N/A	Isolated	326.16304	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Leuconolam.mgf	*..*	Leuconolam	327.1703	qTof	LC-ESI	225	O=C1C=C2C3=C(NC(CC[C@]4(CC)[C@@]2(O)N1CCC4)=O)C=CC=C3	InChI=1S/C19H22N2O3/c1-2-18-9-5-11-21-17(23)12-14(19(18,21)24)13-6-3-4-7-15(13)20-16(22)8-10-18/h3-4,6-7,12,24H,2,5,8-11H2,1H3,(H,20,22)/t18-,19-/m1/s1	N/A	1	Positive	N/A	Isolated	326.163	Alexander Fox Ramos	M+H	N/A	3	Geissospermum	Geissospermum laeve	N/A	93710-27-1	Mehdi Beniddir
leuconoxine.mgf	*..*	Leuconoxine	311.1749	qTof	LC-ESI	226	CC[C@]1(CCC2=O)CCCN3C(C[C@]4([H])C5=CC=CC=C5N2[C@]413)=O	InChI=1S/C19H22N2O2/c1-2-18-9-5-11-20-17(23)12-14-13-6-3-4-7-15(13)21(19(14,18)20)16(22)8-10-18/h3-4,6-7,14H,2,5,8-12H2,1H3/t14-,18-,19-/m1/s1	N/A	1	Positive	N/A	Isolated	310.1681	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
leucophyllidine.mgf	*..*	Leucophyllidine	573.3587	qTof	LC-ESI	227	CC[C@]12CCCN(C3=NC4=C(C(C=C)=C3C2)C=C([C@]5([H])C[C@]6(CCCN7CCC8=C(N5C9=C8C=CC=C9)[C@@]67[H])CC)C(O)=C4)C1	InChI=1S/C38H44N4O/c1-4-24-27-19-28(33(43)20-30(27)39-36-29(24)21-37(5-2)14-9-17-41(36)23-37)32-22-38(6-3)15-10-16-40-18-13-26-25-11-7-8-12-31(25)42(32)34(26)35(38)40/h4	N/A	1	Positive	N/A	Isolated	572.3515	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Leucoridine_A.mgf	*..*	Leucoridine A	557.3639	qTof	LC-ESI	231	CC[C@H]1C[C@H]2C[C@]3(CC([C@H]4CC5[C@@]67CCN5C[C@@H]4CC)=C7N(C8=C6C=CC=C8)C3)C9=NC%10=CC=CC=C%10[C@]9%11C2N1CC%11	InChI=1S/C38H44N4/c1-3-23-21-40-15-13-37-29-10-6-8-12-31(29)42-22-36(20-27(34(37)42)26(23)18-32(37)40)19-24-17-25(4-2)41-16-14-38(33(24)41)28-9-5-7-11-30(28)39-35(36)38/h5-12,23-26,32-33H,3-4,13-22H2,1-2H3/t23-,24-,25-,26-,32?,33?,36+,37+,38+/m0/s1	N/A	1	Positive	N/A	Other	556.3566	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	1233498-30-0	Mehdi Beniddir
leucoridineB.mgf	*..*	Leucoridine B	555.3483	qTof	LC-ESI	228	CCC1=CN(CC2)[C@]3([H])[C@]42C([C@@](CN5C6=C7[C@]8([H])[C@H](CC)CN(CC9)[C@](C8)([H])[C@@]69C%10=CC=CC=C5%10)(C7)[C@@]1([H])C3)=NC%11=CC=CC=C4%11	InChI=1S/C38H42N4/c1-3-23-20-40-15-13-37-28-10-6-8-12-31(28)42-22-36(19-26(34(37)42)25(23)17-32(37)40)29-18-33-38(14-16-41(33)21-24(29)4-2)27-9-5-7-11-30(27)39-35(36)38/h5-12	N/A	1	Positive	N/A	Isolated	554.3409	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
leucoridineC.mgf	*..*	Leucoridine C	575.3742	qTof	LC-ESI	229	NC1=CC=CC=C1[C@@]23C([C@@](CN4C5=C6[C@]7([H])[C@H](CC)CN(CC8)[C@](C7)([H])[C@@]58C9=CC=CC=C49)(C6)[C@]%10([H])[C@H](CC)CN(CC3)[C@@]2([H])C%10)=O	InChI=1S/C38H46N4O/c1-3-23-20-40-15-13-37-28-10-6-8-12-31(28)42-22-36(19-26(34(37)42)25(23)17-32(37)40)29-18-33-38(35(36)43	N/A	1	Positive	N/A	Isolated	574.3672	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
leucoridineD.mgf	*..*	Leucoridine D	559.3796	qTof	LC-ESI	230	C=C1[C@]([C@]2(C3=CC=C4)[C@@]5([H])N(CC2)C[C@@H](CC)[C@]1([H])C5)([H])NC3=C4C[C@]6([H])C7=NC8=CC=CC=C8[C@]79[C@@]%10([H])N(CC9)C[C@@H](CC)[C@]6([H])C%10	InChI=1S/C38H46N4/c1-4-23-20-41-16-14-38-30-11-8-9-25(34(30)40-35(38)22(3)26(23)18-32(38)41)17-28-27-19-33-37(13-15-42(33)21-24(27)5-2)29-10-6-7-12-31(29)39-36(28)37/h6-12	N/A	1	Positive	N/A	Isolated	558.3722	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
lirofolineA.mgf	*..*	Lirofoline A	325.1911	qTof	LC-ESI	232	CC[C@H]1CC2C[C@]3([H])[C@@]1([H])N(CN4C3=C(C5=C4C=CC(OC)=C5)C=O)C2	InChI=1S/C20H24N2O2/c1-3-13-6-12-7-16-19(13)21(9-12)11-22-18-5-4-14(24-2)8-15(18)17(10-23)20(16)22/h4-5,8,10,12-13,16,19H,3,6-7,9,11H2,1-2H3/t12?,13-,16+,19-/m0/s1	N/A	1	Positive	N/A	Isolated	324.1838	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
lochnericine.mgf	*..*	Lochnericine	353.186	qTof	LC-ESI	233	O=C(C1=C(NC2=C3C=CC=C2)[C@]43[C@@]5([C@](CC)(C1)[C@@H]6[C@@H](O6)CN5CC4)[H])OC	InChI=1S/C21H24N2O3/c1-3-20-10-12(18(24)25-2)16-21(13-6-4-5-7-14(13)22-16)8-9-23(19(20)21)11-15-17(20)26-15/h4-7,15,17,19,22H,3,8-11H2,1-2H3/t15-,17-,19-,20+,21-/m0/s1	N/A	1	Positive	N/A	Isolated	352.1787	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
lonicerine.mgf	*..*	Lonicerine	371.1985	qTof	LC-ESI	234	C/C=C(CN1)\[C@@H]2C[C@@]1([H])[C@@]34NC5=C([C@]3(C2(CO)C(OC)=O)CCO4)C=CC=C5	InChI=1S/C21H26N2O4/c1-3-13-11-22-17-10-15(13)19(12-24,18(25)26-2)20-8-9-27-21(17,20)23-16-7-5-4-6-14(16)20/h3-7,15,17,22-24H,8-12H2,1-2H3/b13-3-/t15-,17-,19?,20-,21-/m0/s1	N/A	1	Positive	N/A	Isolated	370.1893	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
lumusidineA.mgf	*..*	Lumusidine A	687.3886	qTof	LC-ESI	235	[H][C@](C1)([C@@]2([H])[C@@](C([C@@H](C)C3=C(OC)C=C(N(C)C4=C5C[C@]6([H])N(C)[C@@]4([H])C[C@]7([H])[C@@]6([H])COC=C7C(C)=O)C5=C3)=COC2)([H])C8)N(C)[C@]8([H])C9=C1C%10=CC=CC=C%10N9C	InChI=1S/C43H50N4O4/c1-22(31-18-50-20-33-26(31)13-39-42-29(15-36(33)44(39)3)24-10-8-9-11-35(24)46(42)5)25-12-28-30-16-37-34-21-51-19-32(23(2)48)27(34)14-40(45(37)4)43(30)47(6)38(28)17-41(25)49-7/h8-12,17-19,22,26-27,33-34,36-37,39-40H,13-16,20-21H2,1-7H3/t22-,26-,27-,33+,34+,36-,37-,39-,40-/m0/s1	N/A	1	Positive	N/A	Isolated	686.3832	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
lumusidineB.mgf	*..*	Lumusidine B	705.3992	qTof	LC-ESI	236	[H][C@](C1)([C@@]2([H])[C@@](C([C@@H](C)C3=C(OC)C=C(N(C)C4=C5C[C@]6([H])N(C)[C@@]4([H])C[C@]7([H])[C@@]6([H])COC=C7C(C)=O)C5=C3)[C@H](O)OC2)([H])C8)N(C)[C@]8([H])C9=C1C%10=CC=CC=C%10N9C	InChI=1S/C43H52N4O5/c1-21(40-27-14-38-41-28(23-10-8-9-11-33(23)46(41)5)15-35(45(38)4)32(27)20-52-43(40)49)24-12-26-29-16-34-31-19-51-18-30(22(2)48)25(31)13-37(44(34)3)42(29)47(6)36(26)17-39(24)50-7/h8-12,17-18,21,25,27,31-32,34-35,37-38,40,43,49H,13-16,19-20H2,1-7H3/t21-,25-,27+,31+,32+,34-,35-,37-,38-,40?,43+/m0/s1	N/A	1	Positive	N/A	Isolated	704.3938	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
lumutinineA.mgf	*..*	Lumutinine A	673.372	qTof	LC-ESI	237	[H][C@](C1)([C@@]2([H])[C@@]([C@@](CC(C=C(C(C[C@]3([H])N(C)[C@@]4([H])C[C@]5([H])[C@@]3([H])COC=C5C(C)=O)=C4N6C)C6=C7)=C7O8)([H])[C@@]8(C)OC2)([H])C9)N(C)[C@]9([H])C%10=C1C%11=CC=CC=C%11N%10C	InChI=1S/C42H48N4O4/c1-21(47)29-18-48-19-30-24(29)13-37-41-28(16-34(30)43(37)3)26-11-22-12-32-25-14-38-40-27(23-9-7-8-10-33(23)45(40)5)15-35(44(38)4)31(25)20-49-42(32,2)50-39(22)17-36(26)46(41)6/h7-11,17-18,24-25,30-32,34-35,37-38H,12-16,19-20H2,1-6H3/t24-,25+,30+,31+,32-,34-,35-,37-,38-,42-/m0/s1	N/A	1	Positive	N/A	Isolated	672.3676	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
lumutinineB.mgf	*..*	Lumutinine B	673.3729	qTof	LC-ESI	238	[H][C@](C1)([C@@]2([H])[C@@]([C@@](CC3=C4C(C(C[C@]5([H])N(C)[C@@]6([H])C[C@]7([H])[C@@]5([H])COC=C7C(C)=O)=C6N4C)=CC=C3O8)([H])[C@@]8(C)OC2)([H])C9)N(C)[C@]9([H])C%10=C1C%11=CC=CC=C%11N%10C	InChI=1S/C42H48N4O4/c1-21(47)29-18-48-19-30-24(29)14-36-41-27(17-34(30)43(36)3)23-11-12-38-28(39(23)46(41)6)13-32-25-15-37-40-26(22-9-7-8-10-33(22)45(40)5)16-35(44(37)4)31(25)20-49-42(32,2)50-38/h7-12,18,24-25,30-32,34-37H,13-17,19-20H2,1-6H3/t24-,25+,30+,31+,32-,34-,35-,36-,37-,42-/m0/s1	N/A	1	Positive	N/A	Isolated	672.3676	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Lundurine_A.mgf	*..*	Lundurine A	367.1652	qTof	LC-ESI	239	O=C1C=C[C@]23CC[C@]4([C@H]5C3)N(C(OC)=O)C6=CC=C(OC)C=C6[C@]45CCN21	InChI=1S/C21H22N2O4/c1-26-13-3-4-15-14(11-13)20-9-10-22-17(24)5-6-19(22)7-8-21(20,16(20)12-19)23(15)18(25)27-2/h3-6,11,16H,7-10,12H2,1-2H3/t16-,19+,20-,21+/m0/s1	N/A	1	Positive	N/A	Other	366.158	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	162616-56-0	Mehdi Beniddir
lyaline.mgf	*..*	Lyaline	346.1548	qTof	LC-ESI	240	O=C(OC)C1=CN[C@H]2[C@](C=C)([H])[C@@H]1CC3=C4N2C5=C(C4=CC=N3)C=CC=C5	InChI=1S/C21H19N3O2/c1-3-12-15-10-17-19-14(8-9-22-17)13-6-4-5-7-18(13)24(19)20(12)23-11-16(15)21(25)26-2/h3-9,11-12,15,20,23H,1,10H2,2H3/t12-,15-,20+/m0/s1	N/A	1	Positive	N/A	Isolated	345.1477	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
lyaloside.mgf	*..*	Lyaloside	527.2017	qTof	LC-ESI	241	C=C[C@@H]1[C@](C(C(OC)=O)=CO[C@H]1OC2C(O)C(O)C(O)C(O2)CO)([H])CC3=NC=CC4=C3NC5=CC=CC=C45	InChI=1S/C27H30N2O9/c1-3-13-16(10-19-21-15(8-9-28-19)14-6-4-5-7-18(14)29-21)17(25(34)35-2)12-36-26(13)38-27-24(33)23(32)22(31)20(11-30)37-27/h3-9,12-13,16,20,22-24,26-27,29-33H,1,10-11H2,2H3/t13-,16+,20?,22?,23?,24?,26+,27?/m1/s1	N/A	1	Positive	N/A	Isolated	526.1951	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
macralstonine.mgf	*..*	Macralstonine	705.3997	qTof	LC-ESI	242	CC(=O)C1=COC[C@@H]2[C@H]1C[C@H]3C4=C(C[C@@H]2N3C)C5=C(N4C)C=C(C(=C5)C[C@@H]6[C@@H]7C[C@H]8C9=C(C[C@@H]([C@@H]7CO[C@]6(C)O)N8C)C1=CC=CC=C1N9C)OC	InChI=1S/C43H52N4O5/c1-22(48)30-19-51-20-31-25(30)14-38-42-29(17-35(31)44(38)3)27-12-23(40(50-7)18-37(27)47(42)6)13-33-26-15-39-41-28(24-10-8-9-11-34(24)46(41)5)16-36(45(39)4)32(26)21-52-43(33,2)49/h8-12,18-19,25-26,31-33,35-36,38-39,49H,13-17,20-21H2,1-7H3/t25-,26+,31+,32+,33+,35-,36-,38-,39-,43-/m0/s1	N/A	1	Positive	N/A	Isolated	704.3938	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
macrocarpamine.mgf	*..*	Macrocarpamine	643.363	qTof	LC-ESI	243	C/C=C\1/CN2CC[C@@H]3C4=CC=CC=C4N5[C@@]3([C@@H]2C[C@@H]1[C@H]5C(=O)OC)/C=C/C6=COC[C@@H]7[C@H]6C[C@H]8C9=C(C[C@@H]7N8C)C1=CC=CC=C1N9C	InChI=1S/C41H46N4O3/c1-5-24-21-44-17-15-32-27-11-7-9-13-34(27)45-39(40(46)47-4)29(24)20-37(44)41(32,45)16-14-25-22-48-23-31-28(25)18-36-38-30(19-35(31)42(36)2)26-10-6-8-12-33(26)43(38)3/h5-14,16,22,28-29,31-32,35-37,39H,15,17-21,23H2,1-4H3/b16-14+,24-5-/t28-,29-,31+,32+,35-,36-,37-,39-,41-/m0/s1	N/A	1	Positive	N/A	Isolated	642.357	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
macrocarpineD.mgf	*..*	Macrocarpine D	327.206	qTof	LC-ESI	244	C[C@H]1[C@@H]([C@]2([H])C[C@@]3([H])C4=C(C5=CC=CC=C5N4)C[C@@](N3C)([H])[C@]2([H])CO1)CO	InChI=1S/C20H26N2O2/c1-11-15(9-23)13-7-19-20-14(12-5-3-4-6-17(12)21-20)8-18(22(19)2)16(13)10-24-11/h3-6,11,13,15-16,18-19,21,23H,7-10H2,1-2H3/t11-,13-,15-,16+,18-,19-/m0/s1	N/A	1	Positive	N/A	Isolated	326.1994	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
macrodasine_A.mgf	*..*	Macrodasine A	455.2535	qTof	LC-ESI	245	C[C@]1(O2)[C@@]([C@]3([H])C[C@@]4([H])C5=C(C6=CC=CC=C6N5C)C[C@@](N4C)([H])[C@]3([H])CO1)([H])C[C@@]72[C@@H](O)C[C@@H](O7)CO	InChI=1S/C26H34N2O5/c1-25-19(11-26(33-25)23(30)8-14(12-29)32-26)16-9-22-24-17(10-21(27(22)2)18(16)13-31-25)15-6-4-5-7-20(15)28(24)3/h4-7,14,16,18-19,21-23,29-30H,8-13H2,1-3H3/t14-,16-,18-,19+,21+,22+,23-,25+,26-/m1/s1	N/A	1	Positive	N/A	Isolated	454.2468	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
macusine_B.mgf	*..*	Macusine B	309.1956	qTof	LC-ESI	246	C\C=C1\C[N+]2(C)C3Cc4c([nH]c5ccccc45)C2CC1C3CO	InChI=1S/C20H25N2O/c1-3-12-10-22(2)18-9-15-13-6-4-5-7-17(13)21-20(15)19(22)8-14(12)16(18)11-23/h3-7,14,16,18-19,21,23H,8-11H2,1-2H3/q+1/b12-3-	N/A	1	Positive	N/A	Isolated	309.1966	Sarah Szwarc	M+	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Malindine.mgf	*..*	Malindine	304.1808	qTof	LC-ESI	247	C[N@+]1(CC2)[C@](CC(C=CN=C3)=C3[C@@H]1C)([H])C4=C2C5=CC=CC=C5N4	InChI=1S/C20H22N3/c1-13-17-12-21-9-7-14(17)11-19-20-16(8-10-23(13,19)2)15-5-3-4-6-18(15)22-20/h3-7,9,12-13,19,22H,8,10-11H2,1-2H3/q+1/t13-,19-,23+/m0/s1	N/A	1	Positive	N/A	Isolated	304.1808	Alexander Fox Ramos	M+	N/A	3	N/A	N/A	N/A	81161-28-6	Mehdi Beniddir
mavacurine.mgf	*..*	C-mavacurine	309.1961	qTof	LC-ESI	248	C[N+]1(CC2)[C@]3([H])C4=C2C5=CC=CC=C5N4[C@@]([H])(CO)[C@@](/C(C1)=C\C)([H])C3	InChI=1S/C20H25N2O/c1-3-13-11-22(2)9-8-15-14-6-4-5-7-17(14)21-18(12-23)16(13)10-19(22)20(15)21/h3-7,16,18-19,23H,8-12H2,1-2H3/q+1/b13-3-/t16-,18?,19-,22?/m0/s1	N/A	1	Positive	N/A	Isolated	309.1961	Alexander Fox Ramos	M+	N/A	3	N/A	N/A	N/A	6801-19-0	Mehdi Beniddir
melonine.mgf	*..*	Melonine	283.215	qTof	LC-ESI	249	CC[C@]12CC[C@@]34[C@@](C5=CC=CC=C5N4)([H])CC[N@@]([C@H]3CC2)C1	InChI=1S/C19H26N2/c1-2-18-9-7-17-19(11-10-18)15(8-12-21(17)13-18)14-5-3-4-6-16(14)20-19/h3-6,15,17,20H,2,7-13H2,1H3/t15-,17-,18-,19+/m0/s1	N/A	1	Positive	N/A	Isolated	282.21	Tape Kouame	M+H	N/A	3	N/A	N/A	N/A	N/A	Le Pogam
Melosuavine_E.mgf	*..*	Melosuavine E	703.349	qTof	LC-ESI	250	O=C(OC)C1=C([C@@]23[C@@H]4[C@](C=CCN4CC3)(CC)C1)NC5=C2C=C([C@@]6([H])C=C[C@@]([C@@H]7N6CC8)(CC)CC(C(OC)=O)=C9[C@]78C(C=CC=C%10O)=C%10N9)C(O)=C5	InChI=1S/C42H46N4O6/c1-5-39-12-8-16-45-17-14-42(37(39)45)27-19-23(31(48)20-28(27)43-33(42)24(21-39)35(49)51-3)29-11-13-40(6-2)22-25(36(50)52-4)34-41(15-18-46(29)38(40)41)26-9-7-10-30(47)32(26)44-34/h7-13,19-20,29,37-38,43-44,47-48H,5-6,14-18,21-22H2,1-4H3/t29-,37+,38+,39+,40+,41+,42+/m1/s1	N/A	1	Positive	N/A	Isolated	702.3417	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	N/A	Mehdi Beniddir
mersicarpine.mgf	*..*	Mersicarpine	285.1594	qTof	LC-ESI	251	O=C(CC1)N2C3=CC=CC=C3C4=NCCC[C@@]1(CC)[C@@]24O	InChI=1S/C17H20N2O2/c1-2-16-9-5-11-18-15-12-6-3-4-7-13(12)19(17(15,16)21)14(20)8-10-16/h3-4,6-7,21H,2,5,8-11H2,1H3/t16-,17-/m1/s1	N/A	1	Positive	N/A	Isolated	284.1525	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
mersidasineC.mgf	*..*	Mersidasine C	505.2179	qTof	LC-ESI	252	COC([C@]12CC[C@]([C@@]3(O)C(OC)=O)([H])[C@](C4=C(N3C(OC)=O)C(OC)=CC=C4)([C@]25[H])CCN5CC[C@@H]1O)=O	InChI=1S/C25H32N2O9/c1-33-15-7-5-6-14-18(15)27(22(31)36-4)25(32,21(30)35-3)16-8-10-24(20(29)34-2)17(28)9-12-26-13-11-23(14,16)19(24)26/h5-7,16-17,19,28,32H,8-13H2,1-4H3/t16-,17+,19-,23+,24-,25-/m1/s1	N/A	1	Positive	N/A	Isolated	504.2108	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
mersilongine.mgf	*..*	Mersilongine	445.1635	qTof	LC-ESI	253	COC(N1c2c([C@@]34CCN[C@]1(C(OC)=O)[C@]3([H])CCC(C(OC)=O)=C4)ccc5c2OCO5)=O	InChI=1S/C22H24N2O8/c1-28-18(25)12-4-7-15-21(10-12)8-9-23-22(15,19(26)29-2)24(20(27)30-3)16-13(21)5-6-14-17(16)32-11-31-14/h5-6,10,15,23H,4,7-9,11H2,1-3H3/t15-,21+,22-/m1/s1	N/A	1	Positive	N/A	Isolated	444.1533	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
mersiloscineA.mgf	*..*	Mersiloscine A	503.1697	qTof	LC-ESI	254	COC(N1C2=C([C@@]34CCN5C[C@H]6OC([C@]([C@H]6O)([C@@]45[H])CC[C@@]3([H])[C@]1(C(OC)=O)O)=O)C=CC7=C2OCO7)=O	InChI=1S/C24H26N2O10/c1-32-20(29)24(31)14-5-6-23-17(27)13(36-19(23)28)9-25-8-7-22(14,18(23)25)11-3-4-12-16(35-10-34-12)15(11)26(24)21(30)33-2/h3-4,13-14,17-18,27,31H,5-10H2,1-2H3/t13-,14-,17+,18-,22+,23-,24-/m1/s1	N/A	1	Positive	N/A	Isolated	502.1588	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
mersingineA.mgf	*..*	Mersingine A	364.168	qTof	LC-ESI	255	COC1=CC=CC2=C1N[C@@]3([C@]4(N)[C@@H]5O6)CC[C@@]75C=CCN8[C@H]6[C@H](C4=O)C23[C@]78[H]	InChI=1S/C21H21N3O3/c1-26-11-5-2-4-10-13(11)23-19-8-7-18-6-3-9-24-15-12(20(10,19)16(18)24)14(25)21(19,22)17(18)27-15/h2-6,12,15-17,23H,7-9,22H2,1H3/t12-,15+,16-,17+,18-,19-,20?,21+/m0/s1	N/A	1	Positive	N/A	Isolated	363.1583	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
